address,city,neighbourhood,bed,bath,type,style,walk_score,lot_size,age,size,listed_price,estimated_mortgage,property_tax,last_sold_price,last_sold_year
2132 W - 135 Lower Sherbourne Street,Toronto,Waterfront Communities C8,2,2,Condo Apt,Apartment,59,New,Restrict,600-699 sqft,799000.0,4310.0,5239,669000.0,2010
6305 - 10 York Street,Toronto,Waterfront Communities C1,2+1,3,Condo Apt,Apartment,59,0-5 years,Restrict,1600-1799 sqft,2480000.0,13562.0,8914,1888000.0,2022
599 Spadina Road,Toronto,Forest Hill South,4,5,Detached,2-Storey,57,3445.5,No Data,No Data,2799000.0,15342.0,8282,2799000.0,2021
527 - 560 King Street W,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,57,6-10 years,Restrict,700-799 sqft,769999.0,4143.0,2695,699999.0,2022
1415 - 39 Annie Craig Drive,Toronto,Mimico,2+1,2,Condo Apt,Apartment,57,New,Restrict,1000-1199 sqft,1700000.0,9209.0,4736,1500000.0,2022
1102 - 797 Don Mills Road,Toronto,Flemingdon Park,2,2,Condo Apt,Apartment,57,No Data,Restrict,1000-1199 sqft,700111.0,3741.0,2092,1500000.0,2022
119 Holland Park Avenue,Toronto,Oakwood Village,3+2,4,Detached,2-Storey,72,2500.0,No Data,No Data,1599000.0,8645.0,5500,1099000.0,2020
322 - 225 Davenport Road,Toronto,Annex,2+1,2,Condo Apt,Apartment,72,No Data,Restrict,1000-1199 sqft,949000.0,5173.0,3343,569000.0,2012
3205 - 17 Bathurst Street,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,72,No Data,Restrict,500-599 sqft,849990.0,4603.0,2018,720900.0,2020
18 Madill Street,Toronto,Kingsview Village-the Westway,3+1,2,Detached,Bungalow,27,6829.000000000001,No Data,No Data,1599900.0,8650.0,4190,598880.0,2013
21 Caswell Drive,Toronto,Newtonbrook East,4+1,5,Detached,2-Storey,25,9000.0,0-5 years,No Data,3995000.0,22017.0,14566,899500.0,2014
3202 - 19 Bathurst Street,Toronto,Waterfront Communities C1,1,1,Condo Apt,Other,25,0-5 years,Restrict,600-699 sqft,849990.0,4603.0,14566,860000.0,2021
71 Arjay Crescent,Toronto,Bridle Path-sunnybrook-york Mills,5+1,10,Detached,2-Storey,36,21743.154899999998,0-5 years,5000+ sqft,12988000.0,72208.0,39600,13888888.0,2021
2048 - 75 George Appleton Way,Toronto,Downsview-roding-cfb,2,1,Condo Townhouse,Stacked Townhse,36,No Data,Restrict,700-799 sqft,649000.0,3447.0,2059,699000.0,2022
509 - 2306 St. Clair Avenue W,Toronto,Junction Area,3+1,2,Condo Apt,Apartment,66,New,Restrict,1000-1199 sqft,1099999.0,5860.0,2059,699000.0,2022
1812 - 5 San Romano Way S,Toronto,Black Creek,2,2,Condo Apt,Multi-Level,66,No Data,Restrict,1000-1199 sqft,489999.0,2532.0,824,699000.0,2022
503 - 225 Sumach Street,Toronto,Regent Park,2,2,Condo/Apt Unit,1 Storey/Apt,81,2020,Restricte,855 sqft,849900.0,4603.0,824,699000.0,2022
162 Kingslake Road,Toronto,Don Valley Village,3+2,4,Detached,Backsplit 4,43,7140.0,No Data,2000-2500 sqft,1780000.0,9655.0,6060,549000.0,2007
Potl 80 - 3069 Pharmacy Avenue,Toronto,L'amoreaux,3+1,2,Att/Row/Twnhouse,Other,66,182.25,New,1100-1500 sqft,1499990.0,8092.0,6060,549000.0,2007
21 Tepee Court,Toronto,Don Valley Village,4+2,3,Detached,2-Storey,49,5660.83,No Data,No Data,1888000.0,10258.0,6458,549000.0,2007
29 - 6059 Kingston Road,Toronto,Highland Creek,3,3,Condo Townhouse,Stacked Townhse,49,6-10 years,Restrict,1200-1399 sqft,799000.0,4310.0,2408,599900.0,2021
1909 - 9 Bogert Avenue,Toronto,Lansing-westgate,1+1,2,Condo Apt,Apartment,49,No Data,Restrict,600-699 sqft,769900.0,4142.0,2652,599900.0,2019
402 - 235 Grandravine Drive,Toronto,Glenfield-jane Heights,2,1,Co-Ownership Apt,Apartment,49,No Data,Restrict,1000-1199 sqft,317000.0,1536.0,2652,599900.0,2019
1707 - 235 Grandravine Drive,Toronto,Glenfield-jane Heights,1,1,Co-Ownership Apt,Apartment,49,No Data,Restrict,800-899 sqft,285000.0,1352.0,2652,599900.0,2019
2424 Bayview Avenue,Toronto,Bridle Path-sunnybrook-york Mills,3+2,3,Detached,Bungalow,31,11924.77,No Data,No Data,4441250.0,24508.0,12500,4885375.0,2022
2426 Bayview Avenue,Toronto,Bridle Path-sunnybrook-york Mills,4+1,5,Detached,2-Storey,36,10463.838,No Data,5000+ sqft,4058750.0,22373.0,13583,4464625.0,2022
39 Major Street,Toronto,University,3+1,4,Triplex,3-Storey,96,1395.0,100+ years,2000-2500 sqft,2099900.0,11441.0,7155,2249900.0,2022
#1608 - 1 Market Street,Toronto,Waterfront Communities C8,2+1,2,Condo Apt,Apartment,96,No Data,Restrict,800-899 sqft,999000.0,5461.0,3741,619900.0,2014
413 - 600 Fleet Street W,Toronto,Niagara,n/a,1,Condo Apt,Apartment,96,11-15 years,Restrict,0-499 sqft,465000.0,2388.0,1190,485000.0,2022
20 Maynard Avenue,Toronto,South Parkdale,n/a,1,Investment,R (D1.0) (X318),96,R (D1.0) (X318),7000 sqft,No Data,4750000.0,2388.0,1190,485000.0,2022
803 - 160 Frederick Street,Toronto,Church-yonge Corridor,2+1,2,Condo Apt,Apartment,96,No Data,Restrict,2000-2249 sqft,1599000.0,8645.0,4660,1699900.0,2022
170 Cummer Avenue,Toronto,Willowdale East,4,5,Detached,2-Storey,50,5900.4,New,3500-5000 sqft,3399900.0,18696.0,4660,3299900.0,2022
103 - 492 Eglinton Avenue E,Toronto,Mount Pleasant East,3+1,3,Condo Apt,Loft,84,New,Restrict,1200-1399 sqft,1248000.0,6686.0,4660,3299900.0,2022
2009 - 1 King Street W,Toronto,Bay Street Corridor,1,1,Condo Apt,Apartment,84,No Data,Restrict,500-599 sqft,549000.0,2871.0,2243,269900.0,2009
1806 - 135 Antibes Drive,Toronto,Westminster-branson,2,2,Condo Apt,Apartment,84,No Data,Restrict,1200-1399 sqft,699000.0,3734.0,1638,769000.0,2022
21 Russett Avenue,Toronto,Dovercourt-wallace Emerson-junction,4+2,3,Triplex,2-Storey,91,2700.0,No Data,No Data,2200000.0,11999.0,5487,2400000.0,2022
238 Chaplin Crescent,Toronto,Forest Hill South,3+1,4,Detached,2 1/2 Storey,64,6223.5,No Data,No Data,3290000.0,18083.0,11173,2400000.0,2022
716 - 629 King Street W,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,64,0-5 years,Restrict,0-499 sqft,650000.0,3452.0,2258,2350.0,2022
90 Plunkett Road,Toronto,Humber Summit,3+2,2,Detached,Bungalow,37,7579.5,No Data,No Data,1199900.0,6418.0,3440,1248900.0,2022
135 Lord Roberts Drive,Toronto,Eglinton East,3,1,Detached,Bungalow,33,5520.0,No Data,700-1100 sqft,999000.0,5461.0,3482,529900.0,2015
Ph12 - 2628 Mccowan Road,Toronto,Agincourt North,2,2,Condo Apt,Apartment,33,No Data,Restrict,800-899 sqft,649900.0,3452.0,1675,415900.0,2017
137 Gracefield Avenue,Toronto,Maple Leaf,3+1,2,Detached,Bungalow,39,6120.0,No Data,No Data,1359999.0,7311.0,4057,1359999.0,2022
203 - 11 Michael Power Place,Toronto,Islington-city Centre West,2+1,2,Condo Apt,Apartment,39,No Data,Restrict,1000-1199 sqft,818000.0,4419.0,2262,246900.0,2005
410 - 50 Ordnance Street,Toronto,Niagara,1,1,Condo Apt,Apartment,39,No Data,Restrict,0-499 sqft,529900.0,2761.0,1769,1500.0,2020
410 - 235 Grandravine Drive,Toronto,Glenfield-jane Heights,2,1,Co-Ownership Apt,Apartment,39,No Data,Restrict,900-999 sqft,317000.0,1536.0,1769,1500.0,2020
1412 - 235 Grandravine Drive,Toronto,Glenfield-jane Heights,1,1,Co-Ownership Apt,Apartment,39,No Data,Restrict,600-699 sqft,285000.0,1352.0,1769,1500.0,2020
29 Delavan Avenue,Toronto,Forest Hill South,5+1,7,Detached,3-Storey,69,7123.3548,No Data,No Data,7500000.0,41579.0,28374,1995000.0,2015
238 South Kingsway,Toronto,High Park-swansea,1,8,Multiplex,2-Storey,82,9858.267600000001,No Data,No Data,6440000.0,35663.0,24011,1995000.0,2015
349 Mckee Avenue,Toronto,Willowdale East,4+2,5,Detached,2-Storey,38,10613.550000000001,No Data,3500-5000 sqft,3280000.0,18027.0,11633,3280000.0,2022
617 - 5418 Yonge Street,Toronto,Willowdale West,2+1,2,Condo Apt,Apartment,38,No Data,Restrict,900-999 sqft,795900.0,4292.0,2338,699990.0,2022
304 - 2 Queensbury Avenue,Toronto,Birchcliffe-cliffside,2,3,Condo Apt,Apartment,38,No Data,N,1000-1199 sqft,1449000.0,7808.0,4143,1774500.0,2022
168 Beaver Bend Crescent,Toronto,Eringate-centennial-west Deane,3,4,Detached,2-Storey,5,2899.8926,No Data,2500-3000 sqft,1825000.0,9906.0,6407,1774500.0,2022
80 Jasper Avenue,Toronto,Rockcliffe-smythe,3+1,3,SEMI-DETACHED,2-Storey,26,4121.7725,31-50 years,No Data,1050000.0,5581.0,3678,938000.0,2022
313 Sheppard Avenue E,Toronto,Newtonbrook East,3+2,3,Detached,2-Storey,73,5650.0,51-99 years,1500-2000 sqft,3188000.0,17513.0,8009,3848800.0,2022
8 Amherst Avenue,Toronto,Oakwood Village,3,2,SEMI-DETACHED,2-Storey,70,2327.31,No Data,No Data,1299900.0,6976.0,3459,399000.0,2014
6 Oriole Gardens,Toronto,Yonge-st. Clair,3,2,Investment,No Data,70,No Data,3645 sqft,No Data,3275000.0,6976.0,1923,399000.0,2014
67 - 703 Burnhamthorpe Road,Toronto,Markland Wood,3+1,2,Condo Townhouse,2-Storey,70,No Data,Restrict,1200-1399 sqft,890999.0,4839.0,2730,399900.0,2015
4 Oriole Gardens,Toronto,Yonge-st. Clair,3+1,2,Investment,No Data,70,No Data,3658 sqft,No Data,3225000.0,4839.0,1918,399900.0,2015
311 Maple Leaf Drive,Toronto,Maple Leaf,4+1,4,Detached,Backsplit 5,34,10607.551199999998,31-50 years,2500-3000 sqft,1699000.0,9203.0,5441,399900.0,2015
62 North Bonnington Avenue W,Toronto,Clairlea-birchmount,3+2,8,Detached,2-Storey,53,5693.200000000001,No Data,2000-2500 sqft,1760000.0,9544.0,4234,399900.0,2015
9 Thirty Eighth Street,Toronto,Long Branch,2,1,Detached,Bungalow,66,6577.5072,No Data,1100-1500 sqft,1699888.0,9208.0,4563,649900.0,2014
910 - 633 Bay Street,Toronto,Bay Street Corridor,1,1,Condo Apt,Apartment,66,16-30 years,N,800-899 sqft,579000.0,3044.0,2399,619000.0,2022
3406 - 318 Richmond Street W,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,66,No Data,Restrict,600-699 sqft,799000.0,4310.0,2850,799000.0,2022
34 Eaglewing Court,Toronto,Morningside,3+2,3,Detached,Bungalow,11,6897.8,31-50 years,1500-2000 sqft,1468000.0,7914.0,3792,1350000.0,2022
1781 Victoria Park Avenue,Toronto,Wexford-maryvale,5+1,5,Detached,2-Storey,78,4730.0,No Data,No Data,1259000.0,6747.0,3538,1599000.0,2022
2715 - 25 Telegram Mews,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,78,No Data,Restrict,500-599 sqft,658000.0,3498.0,2041,1350.0,2009
63 - 719 Lawrence Avenue W,Toronto,Yorkdale-glen Park,2,2,Condo Townhouse,Stacked Townhse,78,New,Restrict,700-799 sqft,699000.0,3734.0,678,745900.0,2022
707 - 5 Massey Square,Toronto,Crescent Town,1,1,Condo Apt,Apartment,78,31-50 years,Restrict,700-799 sqft,449000.0,2296.0,765,169900.0,2016
602 - 21 Hillcrest Avenue S,Toronto,Willowdale East,1+1,1,Condo Apt,Apartment,78,No Data,Restrict,700-799 sqft,688000.0,3671.0,2262,169900.0,2016
2204 - 33 Mill Street,Toronto,Waterfront Communities C8,2,2,Condo Apt,Apartment,78,No Data,Restrict,800-899 sqft,999800.0,5465.0,2988,2500.0,2020
75 Ravensbourne Crescent,Toronto,Princess-rosethorn,4,3,Detached,Sidesplit 4,42,8040.0,No Data,No Data,1999888.0,10882.0,7172,1798000.0,2019
603 - 449 Walmer Road,Toronto,Forest Hill South,2,2,Condo Apt,Apartment,42,No Data,Restrict,1400-1599 sqft,1149000.0,6134.0,5289,1178000.0,2022
S101 - 455 Front Street E,Toronto,Waterfront Communities C8,1,1,Condo Townhouse,2-Storey,42,0-5 years,Restrict,500-599 sqft,609000.0,3217.0,1949,669000.0,2022
139 Westlake Avenue,Toronto,Woodbine-lumsden,2,2,Detached,Bungalow,84,2500.0,No Data,No Data,1080000.0,5748.0,2901,1800.0,2016
1 The Bridle Path Path,Toronto,Bridle Path-sunnybrook-york Mills,4,4,Detached,Bungalow,23,14593.471200000002,No Data,No Data,7900000.0,43811.0,24441,1800.0,2016
36 Megan Avenue,Toronto,West Hill,3,2,Detached,Backsplit 4,50,7200.0,51-99 years,No Data,1275000.0,6837.0,3263,589900.0,2015
35 Franel Crescent,Toronto,Humber Summit,3+1,2,SEMI-DETACHED,Bungalow-Raised,37,4534.5,No Data,No Data,1215000.0,6502.0,3153,980000.0,2021
107 - 110 Canon Jackson Drive,Toronto,Brookhaven-amesbury,3,4,Condo Townhouse,3-Storey,37,New,Restrict,1600-1799 sqft,1129900.0,6027.0,3153,1129900.0,2022
902 - 159 Frederick Street,Toronto,Moss Park,2+1,3,Condo Apt,Apartment,37,No Data,Restrict,2500-2749 sqft,2238800.0,12216.0,5634,2238800.0,2022
801 - 251 Jarvis Street,Toronto,Church-yonge Corridor,n/a,1,Condo Apt,Apartment,37,No Data,Restrict,0-499 sqft,449000.0,2296.0,1283,2238800.0,2022
11 High Point Road,Toronto,Bridle Path-sunnybrook-york Mills,9+4,14,Detached,2 1/2 Storey,6,104360.4744,No Data,No Data,27000000.0,150409.0,68312,12800000.0,2015
101 - 1183 Dufferin Street,Toronto,Dovercourt-wallace Emerson-junction,2+1,3,Condo Apt,Loft,6,No Data,Restrict,1400-1599 sqft,1250000.0,6697.0,68312,1698900.0,2021
30 Cedarcroft Boulevard,Toronto,Westminster-branson,4,3,Detached,Backsplit 4,47,6000.0,51-99 years,2500-3000 sqft,1500000.0,8093.0,4796,1698900.0,2021
507 - 10 Bellair Street,Toronto,Annex,n/a,1,Condo Apt,Bachelor/Studio,47,No Data,Restrict,0-499 sqft,599900.0,3164.0,2206,375000.0,2015
401 - 235 Grandravine Drive,Toronto,Glenfield-jane Heights,1,1,Co-Ownership Apt,Apartment,47,No Data,Restrict,600-699 sqft,339900.0,1668.0,2206,349900.0,2022
3707 - 10 York Street,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,47,No Data,Restrict,600-699 sqft,868000.0,4707.0,3406,1695.0,2020
2 Clinton Place,Toronto,Palmerston-little Italy,n/a,2,Detached,2-Storey,95,2403.1499999999996,No Data,No Data,2725000.0,14929.0,11053,1695.0,2020
503 - 4064 Lawrence Avenue E,Toronto,West Hill,2,1,Condo Apt,2-Storey,95,No Data,N,1000-1199 sqft,380000.0,1899.0,1524,118900.0,2013
425 - 27 Rean Drive,Toronto,Bayview Village,1,1,Condo Apt,Apartment,95,No Data,Restrict,600-699 sqft,574900.0,3020.0,2098,539900.0,2021
82 Natal Avenue,Toronto,Birchcliffe-cliffside,5,3,Detached,1 1/2 Storey,52,5491.219999999999,No Data,2000-2500 sqft,1389900.0,7478.0,3959,1488888.0,2022
42 Finch Avenue W,Toronto,Newtonbrook West,5+2,3,Detached,1 1/2 Storey,78,6590.745,No Data,No Data,4888000.0,27001.0,7228,2688000.0,2019
23 George Henry Boulevard,Toronto,Henry Farm,3+1,5,Detached,2-Storey,28,8906.157,0-5 years,No Data,3488800.0,19192.0,11884,4288000.0,2022
30 Caddy Drive,Toronto,Woburn,3+2,2,Detached,Bungalow,64,5041.12,No Data,700-1100 sqft,1175000.0,6279.0,3254,415500.0,2012
1609 - 2015 Sheppard Avenue E,Toronto,Henry Farm,1+1,1,Condo Apt,Apartment,64,No Data,Restrict,600-699 sqft,579000.0,3044.0,1833,449000.0,2019
4 Lockington Court,Toronto,Humbermede,4,3,SEMI-DETACHED,Backsplit 4,52,3499.5155999999997,No Data,1500-2000 sqft,999000.0,5461.0,2713,1100000.0,2022
424 - 12 Douro Street,Toronto,Niagara,3,2,Condo Townhouse,3-Storey,52,No Data,Restrict,1000-1199 sqft,899900.0,4890.0,3318,2800.0,2016
307 Lake Prom,Toronto,Long Branch,3+2,2,Detached,2-Storey,58,11900.0,No Data,2500-3000 sqft,4050000.0,22324.0,11475,2800.0,2016
Sp02 - 80 Mill Street,Toronto,Waterfront Communities C8,2,2,Condo Apt,Apartment,58,16-30 years,Restrict,1000-1199 sqft,819000.0,4425.0,2841,819000.0,2022
329 - 525 Wilson Avenue,Toronto,Clanton Park,1+1,1,Condo Apt,Apartment,58,6-10 years,Restrict,600-699 sqft,649000.0,3447.0,1802,679000.0,2022
2322 - 2 Eva Road,Toronto,Etobicoke West Mall,2,2,Condo Apt,Apartment,58,6-10 years,Restrict,800-899 sqft,785000.0,4229.0,2180,1850.0,2017
1 Shorncliffe Avenue,Toronto,Forest Hill South,3+1,4,Detached,2 1/2 Storey,73,4988.75,No Data,No Data,3895000.0,21459.0,13214,4369000.0,2022
902 - 5 Valhalla Inn Road,Toronto,Islington-city Centre West,2,2,Condo Apt,Apartment,73,6-10 years,N,800-899 sqft,750000.0,4028.0,2161,4369000.0,2022
388 Elm Road,Toronto,Bedford Park-nortown,4+1,4,Detached,2-Storey,63,3150.0,New,2500-3000 sqft,3995000.0,22017.0,7210,795000.0,2014
501 - 60 Pavane Linkway Lane,Toronto,Flemingdon Park,3,2,Condo Apt,Apartment,63,No Data,Restrict,1000-1199 sqft,659000.0,3504.0,1504,709000.0,2022
202 - 10 Tobermory Drive,Toronto,Black Creek,2,1,Condo Apt,Apartment,63,No Data,Restrict,900-999 sqft,440000.0,2244.0,752,709000.0,2022
51 Appian Drive,Toronto,Bayview Village,4,2,Detached,Backsplit 4,39,8152.9,31-50 years,2000-2500 sqft,1900000.0,10325.0,7621,709000.0,2022
7 Malabar Place,Toronto,Banbury-don Mills,5+2,7,Detached,2-Storey,30,6547.13,0-5 years,5000+ sqft,4880000.0,26956.0,23059,4398000.0,2018
259 Pleasant Avenue,Toronto,Newtonbrook West,3+1,2,Detached,Bungalow,30,6500.0,No Data,No Data,1599000.0,8645.0,5469,1899000.0,2022
264 Cranbrooke Avenue,Toronto,Lawrence Park North,4,3,Duplex,2-Storey,67,2739.0,No Data,No Data,1795000.0,9739.0,6945,1899000.0,2022
319 Hillmount Avenue,Toronto,Yorkdale-glen Park,3,2,Detached,Sidesplit 4,54,7000.0,No Data,No Data,1549000.0,8366.0,5213,1899000.0,2022
2436 Lake Shore Boulevard W,Toronto,Mimico,6,3,Multiplex,2-Storey,67,3026.3625,No Data,3500-5000 sqft,1999000.0,10877.0,15428,1899000.0,2022
259 Pleasant Avenue,Toronto,Newtonbrook West,3+1,2,Detached,Bungalow,30,6500.0,No Data,No Data,1599000.0,8645.0,5469,1899000.0,2022
21 Balfour Avenue,Toronto,East End-danforth,2+1,2,SEMI-DETACHED,2-Storey,91,2642.2700000000004,51-99 years,700-1100 sqft,1175000.0,6279.0,3495,1125000.0,2022
56 Kanarick Crescent,Toronto,Glenfield-jane Heights,3,2,SEMI-DETACHED,2-Storey,40,3570.0,No Data,No Data,959000.0,5230.0,2982,1125000.0,2022
2904 - 80 Marine Parade Drive,Toronto,Mimico,1+1,1,Condo Apt,Apartment,40,No Data,Restrict,800-899 sqft,725000.0,3884.0,2521,2300.0,2020
1710 - 197 Yonge Street,Toronto,Church-yonge Corridor,1+1,1,Condo Apt,Apartment,40,No Data,N,600-699 sqft,750000.0,4028.0,1914,799000.0,2020
166 Darlingside Drive,Toronto,West Hill,3+1,4,Detached,Backsplit 3,20,5060.0,No Data,No Data,1250000.0,6697.0,3336,799000.0,2020
166 Darlingside Drive,Toronto,West Hill,3+1,4,Detached,Backsplit 3,20,5060.0,No Data,No Data,1250000.0,6697.0,3336,799000.0,2020
54 Transwell Avenue,Toronto,Newtonbrook West,3+1,2,Detached,Bungalow,44,7500.0,No Data,No Data,1388800.0,7472.0,5632,799000.0,2020
401 - 77 Avenue Road,Toronto,Annex,1+1,1,Condo Apt,Apartment,44,16-30 years,Restrict,1000-1199 sqft,1058888.0,5631.0,4360,1088000.0,2022
1911 E - 70 Princess Street,Toronto,Waterfront Communities C8,1+1,2,Condo Apt,Apartment,44,New,Restrict,500-599 sqft,699000.0,3734.0,4360,1088000.0,2022
306 - 35 Brian Peck Crescent,Toronto,Thorncliffe Park,2+1,2,Condo Apt,Apartment,44,No Data,Restrict,1000-1199 sqft,950000.0,5179.0,3745,1000050.0,2022
82 Edenbridge Drive,Toronto,Edenbridge-humber Valley,6,4,Detached,Bungalow,30,25334.0,No Data,No Data,3800000.0,20929.0,13018,3999999.0,2022
11 Tetbury Crescent,Toronto,Parkwoods-donalda,3+3,3,Detached,Bungalow,32,18691.84,No Data,No Data,2999900.0,16464.0,9384,5500.0,2022
323 Ontario Street,Toronto,Moss Park,5+2,3,Duplex,2-Storey,90,3050.0,100+ years,2000-2500 sqft,2499000.0,13668.0,7997,1999000.0,2022
1407 - 20 Forest Manor Road,Toronto,Henry Farm,2,1,Condo Apt,Apartment,90,No Data,Restrict,900-999 sqft,539000.0,2814.0,1340,539000.0,2022
2707 - 4978 Yonge Street,Toronto,Lansing-westgate,1+1,1,Condo Apt,Apartment,90,No Data,Restrict,700-799 sqft,710000.0,3798.0,2065,325000.0,2012
510 - 2662 Bloor Street W,Toronto,Kingsway South,2,2,Condo Apt,Apartment,90,No Data,Restrict,1200-1399 sqft,999900.0,5466.0,4196,999900.0,2022
65 Rockcliffe Boulevard,Toronto,Rockcliffe-smythe,4+2,3,Triplex,2-Storey,32,2500.0,16-30 years,2000-2500 sqft,1588000.0,8584.0,4393,999900.0,2022
30 Hillhurst Boulevard,Toronto,Lawrence Park South,3,3,Att/Row/Twnhouse,3-Storey,55,800.0,New,2000-2500 sqft,2999000.0,16459.0,4393,3289000.0,2022
Ph08 - 51 East Liberty Street,Toronto,Niagara,2+1,2,Condo Apt,Apartment,55,No Data,Restrict,1400-1599 sqft,1949000.0,10598.0,6031,5995.0,2020
202 - 3625 Lakeshore Boulevard,Toronto,Long Branch,3,1,Co-Op Apt,Apartment,55,31-50 years,Restrict,500-599 sqft,435000.0,2215.0,1129,5995.0,2020
37 Rippleton Road,Toronto,Banbury-don Mills,5+2,5,Detached,2-Storey,28,6808.16,No Data,3000-3500 sqft,3898000.0,21476.0,13699,4288000.0,2022
15 Dellbank Road,Toronto,Bathurst Manor,3+2,4,Detached,Bungalow,19,6065.0,No Data,No Data,1299900.0,6976.0,4923,1299900.0,2022
1808 - 234 Albion Road,Toronto,Elms-old Rexdale,3,2,Condo Apt,Apartment,19,No Data,Restrict,1000-1199 sqft,457777.0,2346.0,758,458888.0,2022
22 Montclair Avenue,Toronto,Casa Loma,5+1,7,Detached,3-Storey,83,5600.0,No Data,No Data,3850000.0,21208.0,10768,458888.0,2022
113 Baldwin Street,Toronto,Kensington-chinatown,7+1,3,Att/Row/Twnhouse,2 1/2 Storey,99,1305.0,100+ years,1500-2000 sqft,1548000.0,8360.0,6203,1590000.0,2021
1808 - 234 Albion Road,Toronto,Elms-old Rexdale,3,2,Condo Apt,Apartment,99,No Data,Restrict,1000-1199 sqft,457777.0,2346.0,758,458888.0,2022
22 Montclair Avenue,Toronto,Casa Loma,5+1,7,Detached,3-Storey,83,5600.0,No Data,No Data,3850000.0,21208.0,10768,458888.0,2022
113 Baldwin Street,Toronto,Kensington-chinatown,7+1,3,Att/Row/Twnhouse,2 1/2 Storey,99,1305.0,100+ years,1500-2000 sqft,1548000.0,8360.0,6203,1590000.0,2021
366 Wellesley Street E,Toronto,Cabbagetown-south St. James Town,2+1,2,Att/Row/Twnhouse,2-Storey,79,1208.285,No Data,No Data,1599000.0,8645.0,5814,1590000.0,2021
46 Chilton Road,Toronto,East York,3+1,2,Detached,2-Storey,67,2800.0,51-99 years,1100-1500 sqft,1199000.0,6413.0,4216,1399000.0,2022
1107 - 68 Shuter Street,Toronto,Church-yonge Corridor,1+1,1,Condo Apt,Apartment,67,No Data,Restrict,500-599 sqft,638000.0,3383.0,2420,638000.0,2022
914 - 25 Richmond Street E,Toronto,Church-yonge Corridor,1,1,Condo Apt,Apartment,67,0-5 years,Restrict,0-499 sqft,649000.0,3447.0,2077,599999.0,2022
5109 - 38 Widmer Street,Toronto,Waterfront Communities C1,2,2,Condo Apt,2-Storey,67,New,Restrict,1000-1199 sqft,1859900.0,10101.0,2077,599999.0,2022
28 Glenbrook Avenue,Toronto,Yorkdale-glen Park,3+3,3,Detached,Sidesplit 3,53,7656.881399999999,No Data,No Data,1899000.0,10319.0,5817,1899000.0,2022
5 Pheasant Lane,Toronto,Princess-rosethorn,4+1,5,Detached,2-Storey,55,13171.235200000001,6-15 years,5000+ sqft,8300000.0,46044.0,27129,8300000.0,2022
10 Rosedale Road,Toronto,Rosedale-moore Park,4+1,7,Detached,3-Storey,95,4700.0,No Data,No Data,6500000.0,35998.0,12854,5500000.0,2021
4610 - 38 Widmer Street,Toronto,Waterfront Communities C1,2,1,Condo Apt,Apartment,95,New,Restrict,600-699 sqft,1116000.0,5949.0,12854,966000.0,2021
2311 - 38 Widmer Street,Toronto,Waterfront Communities C1,3,2,Condo Apt,Apartment,95,New,Restrict,900-999 sqft,1574900.0,8511.0,12854,966000.0,2021
103 - 11 St Joseph Street,Toronto,Bay Street Corridor,1,1,Condo Apt,Apartment,95,16-30 years,Restrict,600-699 sqft,669000.0,3562.0,4860,399900.0,2015
1001 - 87 Peter Street,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,95,No Data,Restrict,600-699 sqft,720000.0,3855.0,2035,1700.0,2020
Ph501 - 952 Kingston Road,Toronto,East End-danforth,1+1,2,Condo Apt,Loft,95,No Data,Restrict,1000-1199 sqft,1150000.0,6139.0,3792,1700.0,2020
15 Royal Oak Drive,Toronto,Bridle Path-sunnybrook-york Mills,5+1,7,Detached,2-Storey,7,12480.0,No Data,No Data,7590000.0,42081.0,25208,7590000.0,2021
302 - 7 Bishop Avenue,Toronto,Willowdale East,1+1,1,Condo Apt,Apartment,7,No Data,Restrict,700-799 sqft,600000.0,3165.0,1708,7590000.0,2021
148 Woburn Avenue,Toronto,Lawrence Park North,3+1,5,Detached,3-Storey,71,3360.0,No Data,3000-3500 sqft,3499000.0,19249.0,11185,3499000.0,2022
1707 - 5 Kenneth Avenue,Toronto,Willowdale East,2+1,2,Condo Apt,Apartment,71,No Data,Restrict,1400-1599 sqft,849999.0,4603.0,3052,319000.0,2004
66 Harper Avenue,Toronto,Rosedale-moore Park,4+1,6,Detached,2-Storey,9,5280.0,0-5 years,3500-5000 sqft,8100000.0,44927.0,21366,2800000.0,2018
20 - 715 Lawrence Avenue W,Toronto,Yorkdale-glen Park,2,2,Condo Townhouse,3-Storey,9,New,Restrict,900-999 sqft,899999.0,4891.0,3036,2800000.0,2018
1611 - 185 Roehampton Avenue,Toronto,Mount Pleasant West,n/a,1,Condo Apt,Apartment,9,0-5 years,Restrict,0-499 sqft,488000.0,2520.0,1503,1800.0,2022
159 Dunn Avenue,Toronto,South Parkdale,6+1,7,Detached,3-Storey,73,4588.469999999999,No Data,No Data,1999000.0,10877.0,8780,2179000.0,2022
